,question,answer,language,section,wrong_answer
616,So how do I stay safe while exercising in COVID-19?,"Do not exercise if you have a fever, cough and difficulty breathing. Stay home and rest, seek medical attention and call in advance. Follow the directions of your local health authority.If you are able to go for a walk or bicycle ride always practice physical distancing and wash your hands with water and soap before you leave, when you get to where you are going, and as soon as you get home.  If water and soap are not immediately available, use alcohol-based hand rub. If you go to a park or public open space to walk, run or exercise always practice physical distancing and wash your hands with water and soap, before you leave, when you get to where you are going, and as soon as you get home.  If water and soap are not immediately available, use alcohol-based hand rub. Follow the directions of your local health authority in regards to any restrictions on the number of people with you and/or restrictions on the use of public outdoor play or exercise equipment. If you are not regularly active start slowly and with low intensity activities, like walking and low impact exercises. Start with shorter amounts, like 5-10 minutes, and gradually build up to 30 minutes or more continuously over a few weeks. It is better and safer to be active for short periods more frequently than to try and be active for long periods when you are not used to it. Choose the right activity so that you reduce the risk of injury and that you enjoy the activity. Choose the right intensity according to your health status and fitness level. You should be able to breath comfortably and hold a conversation while you do light- and moderate-intensity physical activity.",english,Be Active during COVID-19,"Yes. Women with COVID-19 can breastfeed if they wish to do so. They should:Practice respiratory hygiene during feeding, wearing a mask where available; Wash hands before and after touching the baby;Routinely clean and disinfect surfaces they have touched."
617,How do I stay active in and around the home?,"Try and reduce long periods of time spent sitting, whether for work, studying, watching TV, reading, or using social media or playing games using screens. Reduce sitting for long periods by taking short 3-5 minute breaks every 20-30 minutes.Simply stand up and stretch or even better, take a walk around the house, up and down the stairs, or into the garden. By just moving around and stretching you can improve your health and wellbeing. For more ideas and illustrations of healthy stretchessee here.Set up a regular routine to be active every day, by planning a physical activity or exercise break either by yourself, by joining an online class, or by setting up a time to be active online with your friends or colleagues. Making a specifictime to be active helps ensure you get your daily physical activity. Put the time in your diary, and it will help remind you. Stick with it, as this will help you build a regular routine, and help you adjust to new ways of working, study and familylife under COVID-19 restrictionsBe active with your family and friends, connecting with others can help you and your family in the home and elsewhere spend time together and be active. Planning time to be active with your children withactive games at home, walks in the parks, or cycling can be a way the whole family can relax, be together and be active and healthy whilst at home.   Set yourself and your family Be Active goals, by choosing a specific type of activity, time of day and/or number of minutes you will do every day. Get each family member to choose their own goal which sets a bit of a challenge but isrealistic with help from family or friends and motivation. Record your progress on a weekly activity chart and, if you think it would help, reward yourself with something you value.http://www.euro.who.int/en/health-topics/health-emergencies/coronavirus-covid-19/novel-coronavirus-2019-ncov-technical-guidance/stay-physically-active-during-self-quarantine/_recache?fbclid=IwAR2RQYVYBnmpDCMjBwqmoz0hZxzmit_9yKzXu6ZhjGNywRTEzWOUQefU8V0More physical activity ideas to help you stay activeFor Infants under 1 year of ageSpend regular time doing floor-based play with your baby in a prone position (‘tummy time’) and spread this throughout the day while baby is awake.For Children under 5 years of ageActive play in and around the home – invent games which involve being active and can develop skills in throwing, catching, kicking, as well as developing posture and balance.Active play and games where children get out of breath, such as running around, skipping and jumping.For Children and adolescents aged 5-17 yearsActive games and active play with family.Join in online active games or activity classes, also look for online physical education classes as well as exercise routines suitable for adolescents.Set up playground games indoors such as Jump rope and hop-scotch – make up new games and challenges that involve being active. Learn a new skill – for example try an learn to juggle. Encourage doing some muscle strength training activities such as lifting weights or use improvised weight such as bottles full of water or sand.For Adults Climb up the stairs as much as you can, think of it as an opportunity to be active. Use household chores as a way to be more physical activity. Join in an online exercise class or make up your own routine to music you enjoy that uses the major muscle groups and raises you heart rate. Do some muscle strengthening activities such as lifting weights or improvise using full bottles of water or simply use your own body weight and do sets of press ups, sit ups and squats. Make time for fun, such as dancing to music.Where to get more help and informationFor more ideas use internet search platforms and check out social media for suggestions and access to free resources suitable for children of all ages and adults of all fitness and abilities.",english,Be Active during COVID-19,WHO guidance remains the same. Early diagnosis and treatment are critical to prevent a mild case of malaria from progressing to severe illness or death. Countries should not scale back efforts to detect and treat malaria; doing so would seriously undermine the health and well-being of millions of people infected with a potentially life-threatening disease.
618,How many malaria-affected countries have reported cases of COVID-19?,"Malaria-endemic countries in all WHO regions have reported cases of COVID-19. In the WHO African Region, which carries more than 90% of the global malaria burden, 37 countries had reported cases of the disease as of 25 March; of these, 10 countries reported local transmission of the disease. The latest situation reports on the COVID-19 pandemic are available on the WHO website.",english,Malaria and the COVID-19 pandemic,"Coronaviruses are a large family of viruses that are common in animals. Occasionally, people get infected with these viruses which may then spread to other people. For example, SARS-CoV was associated with civet cats and MERS-CoV is transmitted by dromedary camels. Possible animal sources of COVID-19 have not yet been confirmed.  To protect yourself, such as when visiting live animal markets, avoid direct contact with animals and surfaces in contact with animals. Ensure good food safety practices at all times. Handle raw meat, milk or animal organs with care to avoid contamination of uncooked foods and avoid consuming raw or undercooked animal products."
619,Should core malaria vector control interventions be maintained in view of the rapid global spread of COVID-19?,"In recent days, there have been reports of the suspension of insecticide-treated net (ITN) and indoor residual spraying (IRS) campaigns in several African countries due to concerns around exposure to COVID-19. Suspending such campaigns will leave many vulnerable populations at greater risk of malaria, particularly young children and pregnant women. WHO strongly encourages countries not to suspend the planning for – or implementation of – vector control activities, including ITN and IRS campaigns, while ensuring these services are delivered using best practices to protect health workers and communities from COVID-19 infection. Modifications of planned distribution strategies may be needed to minimize exposure to the coronavirus. The Alliance for Malaria Prevention has provided valuable guidance for national malaria control programmes on the distribution of ITNs in the context of the COVID-19 response; these recommendations are consistent with WHO global guidance.For the implementation of IRS campaigns, WHO supports guidance developed by the U.S. President’s Malaria Initiative in the context of COVID-19. Among other actions, the guidance advises IRS deployment teams to: increase the number of hand washing stations and soap at all operations sites; reinforce morning health checks for all team members, adding temperature checks where feasible; wear N-95 masks and personal protective equipment before entering operations sites; and frequently wipe down any touched surfaces (door handles, vehicle railings, etc). In addition to the above recommendations, basic WHO-recommended protective measures should be provided for the general population.",english,Malaria and the COVID-19 pandemic,"Promote hand washing, respiratory hygiene and social distancing at the event. Make sure you have emergency contact details for all participants, including where they are staying during the event. You should make it clear to them that this information will be shared with the local public health authorities to enable rapid contact tracing if a participant at the event becomes ill with COVID-19. The event organisers need to have an agreed preparedness plan in case one or more participants become ill with COVID-19 symptoms. This should include rapid isolation of the ill person and their safe transfer to a local health facility. You should consider whether the number of participants at the event could be reduced, making available participation by video or teleconference and possibly screening participants for COVID-19 symptoms (cough, fever, malaise) at points of entry to the venue. You can find advice on how individual participants can protect themselves and their loved ones from COVID-19 at: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public"
620,Should WHO-recommended preventive therapies be maintained in sub-Saharan Africa?,"Yes, delivery of intermittent preventive treatment in pregnancy (IPTp), seasonal malaria chemoprevention (SMC), and intermittent preventive treatment in infants (IPTi) should be maintained provided that best practices for protecting health workers – and other front-line workers – from COVID-19 are followed. Ensuring access to these and other core malaria prevention tools saves lives and is an important strategy for reducing the strain on health systems in the context of the COVID-19 response.New guidance from WHO describes the rights, roles and responsibilities of health workers in the context of COVID-19. WHO has also developed guidance for countries to safely maintain essential health services during the pandemic.",english,Malaria and the COVID-19 pandemic,"If you are too unwell to breastfeed your baby due to COVID-19 or other complications, you should be supported to safely provide your baby with breastmilk in a way possible, available, and acceptable to you. This could include:Expressing milk;Relactation;Donor human milk."
621,Are there any changes to WHO guidance with respect to malaria diagnosis and treatment?,WHO guidance remains the same. Early diagnosis and treatment are critical to prevent a mild case of malaria from progressing to severe illness or death. Countries should not scale back efforts to detect and treat malaria; doing so would seriously undermine the health and well-being of millions of people infected with a potentially life-threatening disease.,english,Malaria and the COVID-19 pandemic,"Health care workers collecting NP and OP swab specimens from suspected or confirmed COVID-19 patients should be well-trained on the procedure and should wear a clean, non-sterile, long-sleeve gown, a medical mask, eye protection (i.e., googles or face shield), and gloves. Procedure should be conducted in a separate/isolation room, and during NP specimen collection health care workers should request the patients to cover their mouth with a medical mask or tissue. Although collection of NP and OP swabs have the potential to induce fits of coughing from the patient undergoing the procedure, there is no currently available evidence that cough generated via NP/OP specimen collection leads to increased risk of COVID-19 transmission via aerosols."
622,What additional special measures may be needed in the context of COVID-19?,"In addition to routine approaches to malaria control, there may be a case for special measures in the context of the COVID-19 pandemic – such as a temporary return to presumptive malaria treatment, or the use of mass drug administration – which have proved useful in some previous emergencies. Presumptive malaria treatment refers to treatment of a suspected malaria case without the benefit of diagnostic confirmation (e.g. through a rapid diagnostic test). This approach is typically reserved for extreme circumstances, such as disease in settings where prompt diagnosis is no longer available.Mass drug administration (MDA) is a WHO-recommended approach for rapidly reducing malaria mortality and morbidity during epidemics and in complex emergency settings. Through MDA, all individuals in a targeted population are given antimalarial medicines – often at repeated intervals – regardless of whether or not they show symptoms of the disease. Such special measures should only be adopted after careful consideration of 2 key aims: lowering malaria-related mortality and keeping health workers safe. WHO is exploring concrete proposals for when and how to activate such measures; guidance will be published in due course.",english,Malaria and the COVID-19 pandemic,"Do not exercise if you have a fever, cough and difficulty breathing. Stay home and rest, seek medical attention and call in advance. Follow the directions of your local health authority.If you are able to go for a walk or bicycle ride always practice physical distancing and wash your hands with water and soap before you leave, when you get to where you are going, and as soon as you get home.  If water and soap are not immediately available, use alcohol-based hand rub. If you go to a park or public open space to walk, run or exercise always practice physical distancing and wash your hands with water and soap, before you leave, when you get to where you are going, and as soon as you get home.  If water and soap are not immediately available, use alcohol-based hand rub. Follow the directions of your local health authority in regards to any restrictions on the number of people with you and/or restrictions on the use of public outdoor play or exercise equipment. If you are not regularly active start slowly and with low intensity activities, like walking and low impact exercises. Start with shorter amounts, like 5-10 minutes, and gradually build up to 30 minutes or more continuously over a few weeks. It is better and safer to be active for short periods more frequently than to try and be active for long periods when you are not used to it. Choose the right activity so that you reduce the risk of injury and that you enjoy the activity. Choose the right intensity according to your health status and fitness level. You should be able to breath comfortably and hold a conversation while you do light- and moderate-intensity physical activity."
623,Why is WHO particularly concerned about the spread of COVID-19 in malaria-affected areas?,"Experience from previous disease outbreaks has shown the disruptive effect on health service delivery and the consequences for diseases such as malaria. The 2014-2016 Ebola outbreak in Guinea, Liberia and Sierra Leone, for example, undermined malaria control efforts and led to a massive increase in malaria-related illness and death in the 3 countries.In recent weeks, the COVID-19 pandemic has tested the resilience of robust health systems around the world. Recognizing the heavy toll that malaria exacts on vulnerable populations in countries with fragile health systems, WHO underlines the critical importance of sustaining efforts to prevent, detect and treat malaria. In all regions, protective measures should be utilized to minimize the risk of COVID-19 transmission between patients, communities and health providers. WHO has developed detailed guidance for health workers in the context of the COVID-19 outbreak response, as well as operational guidance for safely maintaining essential health services.",english,Malaria and the COVID-19 pandemic,"There is currently no data available on stability of 2019-nCoV on surfaces.  Data from laboratory studies on SARS-CoV and MERS-CoV have shown that stability in the environment depends on several factors including relative temperature, humidity, and surface type. WHO continues to monitor existing evidence around nCoV and will update when such evidence is available."
624,What are the key considerations for countries that are working to eliminate malaria or prevent re-establishment of transmission?,"All of the considerations described above apply to malaria-eliminating countries and those preventing re-establishment of the disease: efforts must be sustained to prevent, detect and treat malaria cases while preventing the spread of COVID-19 and ensuring the safety of those who deliver the services. Countries that are nearing malaria elimination must protect their important gains and avoid malaria resurgences. Countries that have eliminated malaria must remain vigilant for any imported cases of malaria that may be occurring to prevent reintroduction of the disease.",english,Malaria and the COVID-19 pandemic,"In addition to routine approaches to malaria control, there may be a case for special measures in the context of the COVID-19 pandemic – such as a temporary return to presumptive malaria treatment, or the use of mass drug administration – which have proved useful in some previous emergencies. Presumptive malaria treatment refers to treatment of a suspected malaria case without the benefit of diagnostic confirmation (e.g. through a rapid diagnostic test). This approach is typically reserved for extreme circumstances, such as disease in settings where prompt diagnosis is no longer available.Mass drug administration (MDA) is a WHO-recommended approach for rapidly reducing malaria mortality and morbidity during epidemics and in complex emergency settings. Through MDA, all individuals in a targeted population are given antimalarial medicines – often at repeated intervals – regardless of whether or not they show symptoms of the disease. Such special measures should only be adopted after careful consideration of 2 key aims: lowering malaria-related mortality and keeping health workers safe. WHO is exploring concrete proposals for when and how to activate such measures; guidance will be published in due course."
625,Have there been disruptions in the global supply of key malaria-related commodities as a result of the COVID-19 pandemic?,"Yes. In recent days, there have been reports of disruptions in the supply chains of essential malaria commodities – such as long-lasting insecticidal nets, rapid diagnostic tests and antimalarial medicines – resulting from lockdowns and from a suspension of the importation and exportation of goods in response to COVID-19. Coordinated action is required to ensure the availability of key malaria control tools, particularly in countries with a high burden of the disease, and that efforts to limit the spread of COVID-19 do not compromise access to malaria prevention, diagnosis and treatment services.",english,Malaria and the COVID-19 pandemic,"All pregnant women, including those with confirmed or suspected COVID-19 infections, have the right to high quality care before, during and after childbirth. This includes antenatal, newborn, postnatal, intrapartum and mental health care.A safe and positive childbirth experience includes:Being treated with respect and dignity;Having a companion of choice present during delivery;Clear communication by maternity staff;Appropriate pain relief strategies:Mobility in labour where possible, and birth position of choice.If COVID-19 is suspected or confirmed, health workers should take all appropriate precautions to reduce risks of infection to themselves and others, including hand hygiene, and appropriate use of protective clothing like gloves, gown and medical mask."
626,What is WHO doing to support malaria-affected countries in the context of COVID-19?,"WHO is working across the 3 levels of the Organization (country, region and headquarters) to ensure that any advice intended to prevent the spread of the coronavirus and to guide COVID-19 disease management is appropriate in malaria-affected settings.Together with partners, WHO has also identified a set of inter-related actions that are needed to mitigate the impact of COVID-19 in countries where malaria strikes hardest. The Organization recently convened partners to discuss areasof collaboration and coordination, with the aim of:generating, using and disseminating accurate information; mitigating against health systems disruptions; and ensuring the continuity of routine malaria-specific services while also providing, in some settings, additional special measures.WHO stands ready to work with countries and other stakeholders to mitigate the negative impact of the coronavirus on malaria responses worldwide and, where possible, contribute towards a successful COVID-19 response.",english,Malaria and the COVID-19 pandemic,"No. Disposable medical face masks are intended for a single use only. After use they should be removed using appropriate techniques (i.e. do no touch the front, remove by pulling the elastic ear straps or laces from behind) and disposed of immediately in an infectious waste bin with a lid, followed by hand hygiene. For more information on using masks in the context of the nCoV outbreak, click here."
627,What is WHO’s position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?,"WHO is actively following the ongoing clinical trials that are being conducted in response to COVID-19, including studies looking at the use of chloroquine and its derivative, hydroxychloroquine, for treatment and/or prevention. Currently, there is insufficient data to assess the efficacy of either of these medicines in treating patients with COVID-19, or in preventing them from contracting the coronavirus. Chloroquine is currently recommended by WHO for the treatment of P. vivax malaria. In the context of the COVID-19 response, the dosage and treatment schedules for chloroquine and hydroxychloroquine that are currently under consideration do not reflect those used for treating patients with malaria. The ingestion of high doses of these medicines may be associated with adverse or seriously adverse health outcomes. For public health emergencies, WHO has a systematic and transparent process for research and development (R&D), including for clinical trials of drugs. The WHO “R&D Blueprint” for COVID-19, initiated on 7 January 2020, aims to fast-track the availability of effective tests, vaccines and medicines that can be used to save lives and avert large-scale crises. WHO has also designed a set of procedures to assess the performance, quality and safety of medical technologies during emergency situations.",english,Malaria and the COVID-19 pandemic,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    Can the virus that causes COVID-19 be transmitted through the air?Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”Can CoVID-19 be caught from a person who has no symptoms?The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  WHO is assessing ongoing research on the period of transmission of COVID-19 and will continue to share updated findings.    Can I catch COVID-19 from the feces of someone with the disease?The risk of catching COVID-19 from the feces of an infected person appears to be low. While initial investigations suggest the virus may be present in feces in some cases, spread through this route is not a main feature of the outbreak. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share new findings. Because this is a risk, however, it is another reason to clean hands regularly, after using the bathroom and before eating."
628,Are people living with HIV at increased risk of being infected with the virus that causes COVID-19?,"People living with HIV with advanced disease, those with low CD4 and high viral load and those who are not taking antiretroviral treatment have an increased risk of infections and related complications in general.  It is unknown if the immunosuppression of HIV will put a person at greater risk for COVID-19, thus, until more is known, additional precautions for all people with advanced HIV or poorly controlled HIV, should be employed[1],[2].At present there is no evidence that the risk of infection or complications of COVID-19 is different among people living with HIV who are clinically and immunologically stable on antiretroviral treatment when compared with the general population.  Some people living with HIV may have known risk factors for COVID-19 complications, such as diabetes, hypertension and other noncommunicable diseases and as such may have increased risk of COVID-19 unrelated to HIV.  We know that during the SARS and MERS outbreaks there were only a few case reports of mild disease among people living with HIV.  To date, there is a case report of a person living with HIV who had COVID-19 and recovered[3] and a small study on risk factors and antiretrovirals used among people living with HIV with COVID-19 from China.  This study reported similar rates of COVID-19 disease as compared to the entire population and increased risk with older age, but not with low CD4, high viral load level or antiretroviral regimen[4]. Current clinical data suggest the main mortality risk factors are linked to older age and other comorbidities including cardiovascular disease, diabetes, chronic respiratory disease, and hypertension. Some very healthy people have also developed severe disease from the coronavirus infection[5].  PLHIV are advised to take the same precautions as the general population[6],[7]: wash hands oftencough etiquette physical distancingseek medical care if symptomaticself-isolation if in contact with someone with COVID-19 and other actions per the government response   People living with HIV who are taking antiretroviral drugs should ensure that they have at least 30 days and up to 6-month supply of medicines and ensure that their vaccinations are up to date (influenza and pneumococcal vaccines). Adequate supplies of medicines to treat co-infections and comorbidities and addiction should also be ensured.",english,"Q&A on COVID-19, HIV and antiretrovirals","While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes)  appear to develop serious illness more often than others."
629,Can antiretrovirals be used to treat COVID-19?,"Several studies have suggested that patients infected with the virus causing COVID-19, and the related coronavirus infections (SARS-CoV and MERS-CoV) had good clinical outcomes, with almost all cases recovering fully.  In some cases, patients were given an antiretroviral drug: lopinavir boosted with ritonavir (LPV/r). These studies were mostly carried out in HIV-negative individuals.It is important to note that these studies using LPV/r had important limitations. The studies were small, timing, duration and dosing for treatment were varied and most patients received co-interventions/co-treatments which may have contributed to the reported outcomes. While the evidence of benefit of using antiretrovirals to treat coronavirus infections is of very low certainty, serious side effects were rare. Among people living with HIV, the routine use of LPV/r as treatment for HIV is associated with several side effects of moderate severity. However, as the duration of treatment in patients with coronavirus infections was generally limited to a few weeks, these occurrences can be expected to be low or less than that reported from routine use.",english,"Q&A on COVID-19, HIV and antiretrovirals","In recent days, there have been reports of the suspension of insecticide-treated net (ITN) and indoor residual spraying (IRS) campaigns in several African countries due to concerns around exposure to COVID-19. Suspending such campaigns will leave many vulnerable populations at greater risk of malaria, particularly young children and pregnant women. WHO strongly encourages countries not to suspend the planning for – or implementation of – vector control activities, including ITN and IRS campaigns, while ensuring these services are delivered using best practices to protect health workers and communities from COVID-19 infection. Modifications of planned distribution strategies may be needed to minimize exposure to the coronavirus. The Alliance for Malaria Prevention has provided valuable guidance for national malaria control programmes on the distribution of ITNs in the context of the COVID-19 response; these recommendations are consistent with WHO global guidance.For the implementation of IRS campaigns, WHO supports guidance developed by the U.S. President’s Malaria Initiative in the context of COVID-19. Among other actions, the guidance advises IRS deployment teams to: increase the number of hand washing stations and soap at all operations sites; reinforce morning health checks for all team members, adding temperature checks where feasible; wear N-95 masks and personal protective equipment before entering operations sites; and frequently wipe down any touched surfaces (door handles, vehicle railings, etc). In addition to the above recommendations, basic WHO-recommended protective measures should be provided for the general population."
630,Can antiretrovirals be used to prevent COVID-19 infection?,"Two studies have reported the use of LPV/r as post-exposure prophylaxis for SARS-CoV and MERS-CoV. One of these studies suggested that the occurrence of MERS-CoV infection was lower among health workers receiving LPV/r compared to those who did not receive any drugs; the other study found no cases of SARS-CoV infection among 19 people living with HIV hospitalized in the same ward of SARS patients, of whom 11 were on antiretroviral therapy. Again, the certainty of the evidence is very low due to small sample size, variability in drugs provided, and uncertainty regarding intensity of exposure.",english,"Q&A on COVID-19, HIV and antiretrovirals","Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks  (see Advice on the use of masks). The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. Seebasic protective measures against the new coronavirus for more information."
631,What studies on treatment and prevention of COVID-19 with antiretrovirals are being planned?,"Several randomized trials are planned to assess the safety and efficacy of using antiretroviral drugs – mainly LPV/r – for treating COVID-19, in combination with other drugs. Results are expected from mid-2020 onwards.",english,"Q&A on COVID-19, HIV and antiretrovirals","It is important to assure continuous access to essential HIV prevention, testing and treatment services also where measurements of confinement are implemented within the public health response to the COVID-19 pandemic. While access to essential services should be maintained, adapted and evidence-based measures to reduce possible transmission should be considered and implemented.  These include[12]: Applying standard precautions for all patients (including ensuring that all patients cover their nose and mouth with a tissue or elbow when coughing or sneezing, offering a medical mask to patients with suspected COVID-19 infection while they are in waiting in the service, perform hand hygiene etc.) Health care and outreachworkers, as well as peer educators and clients should apply adapted handhygiene measuresEnsuring triage, earlyrecognition, and source control (isolating patients with suspectedCOVID-19 infection)Ensure there is adequateventilation in all areas in the healthcare facilitySpatial separation of at least1 metre should ideally be maintained between all patients within all typesof servicesCleaning and disinfectionprocedures should be followed consistently and correctlyDispensing medicines (for treatment of HIV, TB andother chronic conditions such as opioid dependence) for longer periodsallowing reduced frequency of patient visits Consider reduction of services to the most criticalones (provision of essential treatment and prevention services; servicessuch as counselling sessions may be reduced or adapted)Generally, vulnerable populations, including members of key populations, as well as homeless and/or displaced people may be at increased risk of infection – because of additional comorbidities impacting on their immune system, reduced ability to apply measures of confinement and social distancing, as well as generally limited access to health services.  It is critical that services that reach these populations such as community-based services, drop-in centres and outreach services can continue providing life-saving prevention (distribution of condoms, needles and syringes), testing and treatment while securing safety of staff and clients. Services can be adapted according to above considerations where applicable."
632,What is WHO’s position on the use of antiretrovirals for the treatment of COVID-19?,"Currently, there is insufficient data to assess the effectiveness of LPV/r or other antivirals for treating COVID-19. Several countries are evaluating the use of LPV/r and other antivirals and we welcome the results of these investigations.Again, as part of WHO’s response to the outbreak, the WHO R&D Blueprint has been activated to accelerate evaluation of diagnostics, vaccines and therapeutics for this novel coronavirus. WHO has also designed a set of procedures to assess the performance, quality and safety of medical technologies during emergency situations.",english,"Q&A on COVID-19, HIV and antiretrovirals","&lt;!-- /* Font Definitions */@font-face	{font-family:""Cambria Math"";	panose-1:2 4 5 3 5 4 6 3 2 4;	mso-font-charset:1;	mso-generic-font-family:roman;	mso-font-format:other;	mso-font-pitch:variable;	mso-font-signature:0 0 0 0 0 0;}@font-face	{font-family:Calibri;	panose-1:2 15 5 2 2 2 4 3 2 4;	mso-font-charset:0;	mso-generic-font-family:auto;	mso-font-pitch:variable;	mso-font-signature:-536870145 1073786111 1 0 415 0;}@font-face	{font-family:""Arial Unicode MS"";	panose-1:2 11 6 4 2 2 2 2 2 4;	mso-font-charset:0;	mso-generic-font-family:auto;	mso-font-pitch:variable;	mso-font-signature:-134238209 -371195905 63 0 4129279 0;} /* Style Definitions */p.MsoNormal, li.MsoNormal, div.MsoNormal	{mso-style-unhide:no;	mso-style-parent:"""";	margin:0cm;	margin-bottom:.0001pt;	mso-pagination:widow-orphan;	font-size:12.0pt;	font-family:""Times New Roman"";	mso-fareast-font-family:""Arial Unicode MS"";	border:none;	mso-fareast-language:EN-US;}p.Body, li.Body, div.Body	{mso-style-name:Body;	mso-style-unhide:no;	mso-style-parent:"""";	margin:0cm;	margin-bottom:.0001pt;	mso-pagination:widow-orphan;	font-size:12.0pt;	font-family:""Times New Roman"";	mso-fareast-font-family:""Arial Unicode MS"";	mso-bidi-font-family:""Arial Unicode MS"";	color:black;	border:none;	mso-style-textoutline-type:none;	mso-style-textoutline-outlinestyle-dpiwidth:0pt;	mso-style-textoutline-outlinestyle-linecap:flat;	mso-style-textoutline-outlinestyle-join:bevel;	mso-style-textoutline-outlinestyle-pctmiterlimit:0%;	mso-style-textoutline-outlinestyle-dash:solid;	mso-style-textoutline-outlinestyle-align:center;	mso-style-textoutline-outlinestyle-compound:simple;	mso-ansi-language:FR;	mso-fareast-language:EN-US;	text-underline:black;}.MsoChpDefault	{mso-style-type:export-only;	mso-default-props:yes;	font-size:10.0pt;	mso-ansi-font-size:10.0pt;	mso-bidi-font-size:10.0pt;	mso-fareast-font-family:""Arial Unicode MS"";	border:none;	mso-ansi-language:EN-US;	mso-fareast-language:EN-US;}.MsoPapDefault	{mso-style-type:export-only;}@page WordSection1	{size:612.0pt 792.0pt;	margin:70.85pt 70.85pt 70.85pt 70.85pt;	mso-header-margin:36.0pt;	mso-footer-margin:36.0pt;	mso-paper-source:0;}div.WordSection1	{page:WordSection1;}--&gt;Physical activity includes all forms of activerecreation, sports participation, cycling and walking, as well as activitiesyou do at work and around the home and garden. It doesn’t have to be exerciseor sport – play, dance, gardening, and even house cleaning and carrying heavyshopping is all part of being physically active.During the COVID-19 pandemic, when so many of us arevery restricted in our movements, it is even more important for people of allages and abilities to be as active as possible. Even a short break fromsitting, by doing 3-5 minutes of physical movement, such as walking orstretching, will help ease muscle strain, relieve mental tension and improveblood circulation and muscle activity. Regular physical activity can also helpto give the day a routine and be a way of staying in contact with family andfriends."
633,What is WHO’s position on use of corticosteroids for the treatment of COVID-19?,The current interim guidance from WHO on clinical management of severe acute respiratory infection when COVID-19 infection is suspected advises against the use of corticosteroids unless indicated for another reason.[8]This guidance is based on several systematic reviews that cite lack of effectiveness and possible harm from routine treatment with corticosteroids for viral pneumonia or acute respiratory distress syndrome.[9],english,"Q&A on COVID-19, HIV and antiretrovirals","Yes. Close contact and early, exclusive breastfeeding helps a baby to thrive. You should be supported toBreastfeed safely, with good respiratory hygiene; Hold yournewborn skin-to-skin, and Share a roomwith your babyYou should wash your hands before and after touching your baby, and keep all surfaces clean."
634,"If countries use antiretrovirals for COVID-19, are there concerns about treatment shortages for people living with HIV?","Antiretrovirals are an efficacious and highly tolerable treatment for people living with HIV. The antiretroviral LPV/r is currently being investigated as a possible treatment for COVID-19.If they are to be used for the treatment of COVID-19, a plan should be in place to ensure there is adequate and continuous supply to cover the needs of all people living with HIV already using LPV/r and those who will need to begin treatment. However, a relatively small proportion of people are on regimens which include LPV/r, since it is used as a second-line regimen according to WHO’s HIV treatment guidelines. Any country that allows the use of HIV medicines for the treatment of COVID-19 must ensure that an adequate and sustainable supply is in place.",english,"Q&A on COVID-19, HIV and antiretrovirals","Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.WHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks  (see Advice on the use of masks). The most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. Seebasic protective measures against the new coronavirus for more information."
