,question,answer,language,section,wrong_answer
522,如何在家中和四周坚持活动？,尽量减少久坐时间，无论是上班、学习、看电视、看书、使用社交媒体还是使用屏幕打游戏。每隔20-30分钟休息3-5分钟，减少久坐不起。只需站起来伸展一下身体即可，在房子周围走走、爬爬楼梯或到花园走走则更好。只要四处走动并伸展一下身体，就可以改善健康状况并提高幸福感。有关健康伸展运动的更多思路和插图 - 英文。制订有规律的作息，每日坚持活动，规划自己的身体活动或锻炼时间，参加线上课程或与朋友或同事进行积极的在线互动。安排具体时间坚持活动，有助于保证完成每日的身体活动。把时间安排记在日记里，这有助于提醒你。坚持不放弃，因为这将有助于形成有规律的作息，并在COVID-19疫情期间受到各种限制的情况下帮助适应新的工作、学习和家庭生活方式。与家人和朋友积极互动，与他人建立联系有助于个人和家人在家中及其他地方共度时光并坚持活动。安排时间与孩子一起在家中玩游戏、在公园里散步或骑车，这可能是全家人在居家期间放松、待在一起、保持积极健康的一种方式。  确定自己和家人坚持活动的目标，选择一种特定类型活动、每日的活动时间和/或每天活动多少分钟。让每位家庭成员选择自己的目标，这会提出不小的挑战，但在家人或朋友帮助下、在动力驱动下则是切合实际的。在每周活动图表上记一下进度，如果认为有帮助，请用自己喜爱的东西奖励一下自己。更多的身体活动思路有助于坚持活动一岁以下婴儿花固定时间与家里的婴儿做地板游戏，让婴儿处于俯卧姿势（“俯卧时间”），并在婴儿清醒时全天随时进行这项活动。五岁以下儿童在家中和四周积极玩耍——发明一些需要活动同时可以发展投掷、接抓、踢蹬技能并且培养仪态和平衡能力的游戏。积极玩耍、积极做游戏，让孩子们大口喘气，例如四处奔跑和各种跳跃活动。5-17岁的儿童和青少年积极的游戏并与家人积极玩耍。参加线上的积极游戏或积极课程，并寻找适合青少年的线上体育课程以及规律运动。安排室内场地游戏（例如跳绳和跳房子）——制作新游戏并设计需要坚持活动的挑战。学习一项新技能——例如试着学一下玩杂耍。鼓励做一些增加肌肉力量训练活动，例如举重或即兴使用重物，例如装满水或沙子的瓶子。成人尽量多爬楼梯，将其视为坚持活动的机会。 将家务劳动作为增加身体活动的方式。抽时间找乐，例如随着音乐跳舞。参加线上锻炼课程，或设计自己喜欢的有配乐的固定动作，调动主要的肌肉群并提高心律。做一些增强肌肉力量的活动，例如举重或即兴举整瓶水，或者只是利用自己的身体重量，做几组俯卧撑、仰卧起坐和下蹲。 何处获得更多帮助和信息如需得到更多思路，请用互联网搜索平台并查看社交媒体以获得建议，并获取适合所有年龄儿童及成年人的免费资源，以便进行各种健身和能力增强活动。,chinese,Be Active during COVID-19,强烈建议不要使用含氯溶液，因为制作和稀释含氯溶液会带来刺激手和不良健康影响（例如刺激眼睛和引起呼吸问题）的较高风险。此外，如果暴露在阳光下或受热，含氯溶液可能会丧失抗病毒效果。训练有素的人员才能制备达到0.05%正确剂量的含氯溶液。私营部门制作的漂白剂浓度不一。含氯溶液必须每天配置，即使在盖紧容器后存于背光阴凉干燥处也是如此。而简单的肥皂水溶液则无任何上述健康风险和不良后果，不会因受热或阳光照射而丧失抗病毒效果。肥皂水抗病毒作用的原理是，肥皂可以溶解冠状病毒的表面脂肪包膜，进而杀灭病毒。
523,有多少个受疟疾影响国家报告了COVID-19病例？,世卫组织所有区域的疟疾流行国家都报告了COVID-19病例。世卫组织非洲区域的疟疾负担占全球负担的90%以上，截至3月25日，该区域有37个国家报告了这种疾病的病例；其中有10个国家报告该病存在本地传播。关于COVID-19大流行的最新状况报告可从世卫组织网站获取。,chinese,Malaria and the COVID-19 pandemic,目前，在COVID-19的临床表现或孕妇和非孕妇或育龄成人的重症风险或胎儿受损风险之间没有已知的区别。考虑到妊娠期间和之后可能与COVID-19症状重叠的免疫和生理适应，疑似或确诊感染COVID-19的孕妇和最近怀孕的妇女应接受支持性和管理治疗。数据有限，但在证据基础提供更明确的信息之前，应特别考虑可能感染COVID-19的有合并疾病的孕妇。在发布这一信息时，没有孕妇死亡的报告[17]，但是，可能需要优先考虑对有症状的孕妇进行COVID-19检测，以便其能够获得专门护理。应向所有新近感染COVID-19或已从COVID-19中康复的孕妇提供关于安全喂养婴儿的信息和建议，以及适当的感染预防和控制措施，以防止COVID-19病毒的传播[18]。在已经确诊或正在调查疾病的情况下，管理与非孕妇类似，应适当隔离已经确诊的或正在接受调查的患者。产科设施必须得到通知并作好准备，注意，任何确诊患有COVID-19的母亲所生的婴儿都应被视为“接受调查者”，并应根据感染预防和控制指南进行隔离。目前尚不清楚感染COVID-19的新生儿患严重并发症的风险是否会增大。
524,鉴于COVID-19在全球快速传播，是否应继续实施疟疾病媒控制核心干预措施？,最近几天有报告称，由于担心接触到COVID-19，若干非洲国家暂停了药浸蚊帐和室内残留喷洒运动。暂停此类运动将使许多弱势民众，特别是幼儿和孕妇面临更大的疟疾风险。世卫组织大力鼓励各国不要暂停规划或实施病媒控制活动，包括药浸蚊帐和室内残留喷洒运动，同时确保提供这些服务时采用保护卫生工作者和社区免受COVID-19感染的最佳实践。可能需要修改计划分发战略，以最大限度减少接触冠状病毒。预防疟疾联盟在应对COVID-19背景下就分发药浸蚊帐为国家疟疾控制规划提供了宝贵指导；这些建议与世卫组织的全球指导意见一致。为开展室内残留喷洒运动，世卫组织支持美国总统的疟疾倡议在COVID-19背景下提出的指导意见。除其他行动外，该指导意见建议室内残留喷洒部署小组：增加所有行动地点的洗手台和肥皂数量；加强对所有小组成员的早上健康检查，并在可行的情况下增加体温测量；进入行动地点之前戴好N-95口罩和个人防护装备；经常擦拭任何接触表面（门把手、车辆栏杆等）。除上述建议外，还应为普通民众提供世卫组织推荐的基本保护措施。,chinese,Malaria and the COVID-19 pandemic,处理2019冠状病毒病患者的脏被褥、毛巾和衣服的所有人员应该注意以下事项： 在接触上述任何脏污用品之前，应穿戴适当的个人防护装备，包括坚实的手套、口罩、眼睛保护装置（面罩/护目镜）、长袖罩衣、围裙（如果罩衣不耐液体）、靴子或密闭的鞋子。不要贴身拿这些脏污用品；将这些用品放在有清晰标记的不漏的容器（如袋子或桶）中。如果这些用品上有任何粪便或呕吐物等固体排泄物，在将这些用品放入专用容器之前，需用平坦、坚固的器具小心地将排泄物刮到马桶或专用厕所中。如果患者房间并无厕所，则需将刮下的排泄物放入带盖的桶里，然后拿到厕所里处理掉。洗涤和消毒这些用品：建议使用洗衣机，用温水（60-90℃）和洗涤剂进行洗涤，以清洁和消毒这些用品。如果不能用洗衣机洗，可用大桶将它们浸泡在热肥皂水中，然后用棍子搅拌，但应注意不要拍打和溅水。如果没有热水，则可将它们浸泡在0.05%的含氯漂白剂中约30分钟。最后，需用清水冲洗，然后晾在阳光下晒干。 关于环境清洁最佳做法的更多信息，见以下两份英文文件：(1) 在卫生保健设施中预防和控制易流行和易大流行的急性呼吸道感染：https://www.who.int/csr/bioriskreduction/infection_control/publication/en/(2) 在资源有限环境下卫生保健设施中清洁环境的最佳做法：https://www.cdc.gov/hai/pdfs/resource-limited/environmental-cleaning-508.pdf 。由美国疾病预防控制中心和免疫成本计算行动网络（ICAN）与世卫组织合作开发。
525,继续在撒哈拉以南非洲实施世卫组织推荐的预防性治疗吗？,是的，应继续实施怀孕期间间歇性预防治疗、季节性疟疾化学预防和婴儿间歇性预防性治疗，前提是采取最佳做法保护卫生工作者及其他一线工作人员免受COVID-19感染。确保获得这些工具和疟疾预防的其他核心工具可以挽救生命，是在应对COVID-19背景下减轻卫生系统所承受压力的重要战略。世卫组织新的指导意见介绍了在COVID-19背景下卫生工作者的权利、角色和责任。世卫组织还为各国制定了在大流行期间继续安全提供基本卫生服务的指导意见。,chinese,Malaria and the COVID-19 pandemic,世卫组织目前关于疑似COVID-19感染时严重急性呼吸道感染临床管理的临时指导文件建议不要使用糖皮质激素，除非另有原因[8]。该指导文件基于几个系统性综述，这些综述列举了用糖皮质激素常规治疗病毒性肺炎或急性呼吸窘迫综合征缺乏有效性和可能有害的情况[9]。
526,世卫组织关于疟疾诊断与治疗的指导意见是否有任何变化？,世卫组织的指导意见仍然不变。早诊断、早治疗对于防止疟疾轻症发展成重症或导致死亡至关重要。各国不应缩减发现和治疗疟疾工作；否则会严重损害数百万感染了可能危及生命的疾病的患者的健康和福祉。,chinese,Malaria and the COVID-19 pandemic,目前，引起COVID-19的冠状病毒SARS-CoV-2的来源尚不清楚。所有现有证据表明，SARS-CoV-2有一个天然的动物来源，而不是一个构建的病毒。蝙蝠很可能是SARS-CoV-2病毒的天然贮主。SARS-CoV-2属于一类基因相关病毒，其中也包括SARS-CoV和从蝙蝠种群中分离出来的许多其它冠状病毒。MERS-CoV也属于这一类，但关系不那么密切。
527,在COVID-19背景下可能需要哪些额外特别措施？,除常规的疟疾控制办法外，在COVID-19大流行背景下可能还需要采取特别措施，例如暂时恢复假定性疟疾治疗或实施大型服药活动，事实证明这些措施在以前的一些紧急情况下是有益的。假定性疟疾治疗是指在没有诊断确诊（例如通过快速诊断检测）的情况下对疑似疟疾病例进行治疗。这种办法通常只用于极端情况，例如无法再提供快速诊断情况下的病例。大型服药活动是世卫组织推荐的办法，用于在流行期间和复杂的紧急情况下迅速降低疟疾死亡率和发病率。通过大型服药活动，目标人群中的所有个体，无论是否显示出这种疾病症状，都会得到抗疟疾药物——通常要重复服用。只有在认真考虑以下两个重要目标之后才可采取此类特别措施：降低与疟疾有关的死亡率和保证卫生工作者安全。世卫组织正在探讨何时以及如何启动此类措施的具体建议；指导意见将在适当时发布。,chinese,Malaria and the COVID-19 pandemic,就目前并非已知存在COVID-19社区传播的国家而言，重点考虑的是计划中的大型集会活动是否会大大增加病毒进入该国并持续存在的风险，以及参与者带着该传染病回国并进一步加剧全球传播的风险。在进行这一评估时，组织者及其国家或地方卫生主管部门应认识到COVID-19输入病例的风险自然与国际旅行有关。他们还应该认识到，以零风险为目标既不现实也不可取。在组织者和卫生主管部门决定是否举行大型集会时，他们应该确定可接受的风险是什么，以及应该采取哪些额外措施来降低风险。就COVID-19已经开始在社区传播的国家而言，主要考虑因素是：旨在遏制或至少减缓病毒在当地社区/国家的传播。防止来自其它国家的参与者感染COVID-19。在不同情况下，应根据COVID-19的已知特征、严重性、传播性以及预防或减少传播措施的有效性来考虑风险。还需要考虑应对COVID-19疫情已经给地方卫生系统带来的压力，以及大型集会可能给系统带来的额外压力。你可以在2020年2月14日在本次COVID-19疫情的背景下发布的世卫组织文件《大型集会的主要规划建议》中找到更多的建议：https://www.who.int/publications-detail/key-planning-recommendations-for-mass-gatherings-in-the-context-of-the-current-covid-19-outbreak。
528,为什么世卫组织特别关注COVID-19在受疟疾影响地区扩散？,先前的经验表明，疾病暴发对卫生服务提供具有破坏性影响，并对疟疾等疾病产生了后果。例如，2014-2016年几内亚、利比里亚和塞拉利昂暴发埃博拉疫情破坏了疟疾控制工作，并导致这三个国家与疟疾有关的疾病和死亡人数大幅增长。最近几周，COVID-19大流行考验了全世界强大的卫生系统的韧性。世卫组织认识到疟疾给卫生系统脆弱国家的弱势民众带来了沉重负担，强调持续努力预防、发现和治疗疟疾的至关重要性。所有区域都应采取保护措施，以最大限度降低患者、社区和卫生服务提供者之间传播COVID-19的风险。世卫组织在应对COVID-19疫情暴发背景下制定了详细的卫生工作者指南，并为继续安全地提供基本卫生服务制定了业务指南。,chinese,Malaria and the COVID-19 pandemic,最近几天有报告称，由于担心接触到COVID-19，若干非洲国家暂停了药浸蚊帐和室内残留喷洒运动。暂停此类运动将使许多弱势民众，特别是幼儿和孕妇面临更大的疟疾风险。世卫组织大力鼓励各国不要暂停规划或实施病媒控制活动，包括药浸蚊帐和室内残留喷洒运动，同时确保提供这些服务时采用保护卫生工作者和社区免受COVID-19感染的最佳实践。可能需要修改计划分发战略，以最大限度减少接触冠状病毒。预防疟疾联盟在应对COVID-19背景下就分发药浸蚊帐为国家疟疾控制规划提供了宝贵指导；这些建议与世卫组织的全球指导意见一致。为开展室内残留喷洒运动，世卫组织支持美国总统的疟疾倡议在COVID-19背景下提出的指导意见。除其他行动外，该指导意见建议室内残留喷洒部署小组：增加所有行动地点的洗手台和肥皂数量；加强对所有小组成员的早上健康检查，并在可行的情况下增加体温测量；进入行动地点之前戴好N-95口罩和个人防护装备；经常擦拭任何接触表面（门把手、车辆栏杆等）。除上述建议外，还应为普通民众提供世卫组织推荐的基本保护措施。
529,正在致力于消除疟疾或防止传播重新出现的国家的主要考虑因素是什么？,上述所有考虑因素均适用于正在消除疟疾的国家和防止该疾病传播重新出现的国家：必须继续努力预防、发现和治疗疟疾病例，同时防止COVID-19传播并确保服务提供者的安全。即将消除疟疾的国家必须保护其重要成果并避免疟疾复发。已消除疟疾的国家必须对可能出现的任何输入性疟疾病例保持警惕，以防止该疾病再次输入。,chinese,Malaria and the COVID-19 pandemic,迄今为止，没有任何流行病学信息表明，有人曾因接触来自2019冠状病毒病疫情国家的货物、产品或车辆而患2019冠状病毒病。鉴于并无证据表明来自存在2019冠状病毒病疫情的国家的任何商品和产品对公众健康构成风险，我们没有关于如何对这些产品进行消毒的建议。世卫组织将继续密切监测2019冠状病毒病的演变，并将根据需要更新相关建议。
530,COVID-19大流行是否导致与疟疾相关的主要商品的全球供应中断？,是的。最近几天有报告称，由于封锁和为应对COVID-19商品进出口暂停，防治疟疾基本商品（例如长效药浸蚊帐、快速诊断检测和抗疟疾药物）的供应链中断。需要采取协调行动确保疟疾控制关键工具的可得性，特别是在疾病高负担国家，并确保限制COVID-19传播的行动不会损害疟疾预防、诊断和治疗服务的获得。,chinese,Malaria and the COVID-19 pandemic,不一样。导致COVID-19的病毒与严重急性呼吸综合征（SARS）病毒在基因上有关联，但并非同一种病毒。与COVID-19相比，SARS病死率较高，但传染性则低得多。自2003年以来，在世界上任何地方均未发生SARS疫情。
531,在COVID-19疫情背景下世卫组织正采取哪些行动来支持受疟疾影响国家？,世卫组织正在本组织的三个层面上（国家、区域和总部）开展工作，以确保旨在预防冠状病毒传播并指导COVID-19疾病管理的任何建议适用于受疟疾影响国家。世卫组织与合作伙伴一起还确定了一系列相互关联的必要行动，以减轻COVID-19在受疟疾冲击最严重的国家的影响。本组织最近召集合作伙伴讨论合作与协调领域，目的是：产生、使用和传播准确的信息；减轻对卫生系统的干扰；确保针对疟疾的常规服务的连续性，在某些情况下还提供额外特别措施。世卫组织愿意与各国和其他利益攸关方合作，减轻冠状病毒对全世界应对疟疾的不利影响，并在可能的情况下为成功应对COVID-19做出贡献。,chinese,Malaria and the COVID-19 pandemic,有两项研究称使用LPV/r作为接触后预防SARS-CoV和MERS-CoV的方法。其中一项研究表明，与未服用任何药物的卫生工作者相比，服用LPV/r的卫生工作者中MERS-CoV感染的发生率较低；另一项研究指出，在与SARS患者住在同一病房的19名艾滋病毒感染者中，没有发现SARS-CoV感染病例，其中11人正在接受抗逆转录病毒治疗。同样，由于样本量小、所提供药物的可变性以及暴露强度的不确定性，证据的确定性非常低。
532,在应对COVID-19背景下世卫组织对使用氯喹和羟氯喹持何立场？,世卫组织正在积极关注针对COVID-19持续进行的临床试验，包括将氯喹及其衍生物羟氯喹用于治疗和/或预防的研究。目前尚无充足数据来评估这两种药物在治疗COVID-19患者或在预防感染冠状病毒方面的疗效。世卫组织目前推荐使用氯喹治疗间日疟。在应对COVID-19背景下目前正在研究的氯喹和羟氯喹剂量和治疗方案并非治疗疟疾患者所用的剂量和治疗方案。大剂量摄入这些药物可能会给健康带来不利的或严重不利的后果。对于突发公共卫生事件，世卫组织拥有系统而透明的研发流程，包括药物临床试验。2020年1月7日启动的世卫组织COVID-19“研发蓝图”旨在快速追踪可用于挽救生命并避免大规模危机的有效检测、疫苗和药物的可得性。世卫组织还设计了一套程序，以评估紧急情况下医疗技术的性能、质量和安全性。,chinese,Malaria and the COVID-19 pandemic,是的。最近几天有报告称，由于封锁和为应对COVID-19商品进出口暂停，防治疟疾基本商品（例如长效药浸蚊帐、快速诊断检测和抗疟疾药物）的供应链中断。需要采取协调行动确保疟疾控制关键工具的可得性，特别是在疾病高负担国家，并确保限制COVID-19传播的行动不会损害疟疾预防、诊断和治疗服务的获得。
533,艾滋病毒感染者感染COVID-19的风险更高吗？,"一般而言，处于疾病晚期的艾滋病毒感染者、CD4低和病毒载量高的艾滋病毒感染者以及未接受抗逆转录病毒治疗的艾滋病毒感染者的感染和相关并发症风险更高。尚不清楚艾滋病毒的免疫抑制是否会使人更容易感染COVID-19，因此，在了解更多情况之前，应该对所有晚期艾滋病毒感染者或艾滋病毒没有得到有效控制的感染者采取额外的预防措施[1],[2]。目前没有证据表明，在接受抗逆转录病毒治疗的临床和免疫稳定的艾滋病毒感染者中，COVID-19感染或并发症的风险与普通人群相比有所不同。一些艾滋病毒感染者可能有已知的COVID-19并发症的风险因素，如糖尿病、高血压及其它非传染性疾病，因此可能面临更高的与艾滋病毒无关的COVID-19风险。我们知道，在SARS和MERS疫情期间，艾滋病毒感染者中只有少数几个轻症病例的报告。迄今为止，已有一例艾滋病毒感染者患上COVID-19并康复的病例报告[3]，以及一项来自中国的关于风险因素和患COVID-19的艾滋病毒感染者中抗逆转录病毒药物的使用情况的小型研究。该研究报告说，与整个人群相比，COVID-19疾病的发生率相似，并且风险随年龄的增长而增高，但与CD4低、病毒载量高或抗逆转录病毒疗法无关[4]。目前的临床数据表明，主要的死亡风险因素与老年和其它共病相关，包括心血管疾病、糖尿病、慢性呼吸道疾病和高血压。一些非常健康的人也因冠状病毒感染而患上了严重的疾病[5]。建议艾滋病毒感染者采取与普通人群相同的预防措施[6],[7]： 经常洗手咳嗽礼仪保持身体距离有症状时就医如果与COVID-19感染者接触过，自我隔离，以及根据政府回应采取的其它行动 应确保正在服用抗逆转录病毒药物的艾滋病毒感染者至少30天、最多6个月的药品供应，并确保他们最近接种了疫苗（流感和肺炎球菌疫苗）。还应确保提供足够的药物来治疗合并感染、共病和成瘾。",chinese,"Q&A on COVID-19, HIV and antiretrovirals",重要的是确保在公共卫生领域应对COVID-19大流行中实施隔离措施的情况下也能继续获得基本的艾滋病毒预防、检测和治疗服务。虽然应维持获得基本服务的机会，但应考虑并实施适合的循证措施，以减少可能的传播。这些措施包括[12] ： 对所有患者采取标准预防措施（包括确保所有患者在咳嗽或打喷嚏时用纸巾或手肘捂住口鼻，在疑似感染COVID-19的患者等待服务时为其提供医用口罩，采取手卫生措施等。）卫生保健和外联工作者以及同伴教育者和客户应采取适当的手卫生措施确保分类、早期识别和源头控制（隔离疑似感染COVID-19的患者）确保医疗机构的所有区域都通风良好在所有类型的服务中，所有患者之间最好保持至少1米的空间间隔应始终严格遵循清洁和消毒程序发放较长期间的药物（用于治疗艾滋病毒、结核病和其它慢性疾病，如阿片类药物依赖），减少患者的就诊频率考虑将服务减少至最关键的服务（提供基本的治疗和预防服务；咨询等服务可能会减少或调整）  一般来说，弱势群体，包括重点人群的成员，以及无家可归者和/或流离失所者，感染的风险可能会增加——原因是影响其免疫系统的其它共病，应用隔离和社交距离措施的能力下降，以及获得卫生服务的机会普遍有限。至关重要的是，面向这些人群的服务，如社区服务、免费服务中心和外联服务，能够继续提供挽救生命的预防（分发避孕套、针头和注射器）、检测和治疗，同时确保工作人员和客户的安全。在适用的情况下，可以根据上述考虑调整服务。
534,抗逆转录病毒药物可用于治疗COVID-19吗？,几项研究表明，感染导致COVID-19的病毒以及相关的冠状病毒（SARS-CoV和MERS-CoV）的患者具有良好的临床结果，几乎所有病例都完全康复了。在某些情况下向患者提供了抗逆转录病毒药物：用利托那韦增强的洛匹那韦（LPV/r）。这些研究大多是在艾滋病毒阴性个体中进行的。值得注意的是，这些使用LPV/r的研究有很大的局限性。研究规模较小，治疗的时机、持续的时间和使用的剂量各不相同，大多数患者接受的联合干预/联合治疗可能有助于所报告的结果。对于用抗逆转录病毒药物治疗冠状病毒感染而言，虽然好处的证据不确定，但严重的副作用很少。在艾滋病毒感染者中，常规使用LPV/r来治疗艾滋病毒与一些中等严重程度的副作用相关。然而，由于冠状病毒感染患者的治疗持续时间通常只有几周，副作用的发生率预计会低于或少于常规使用中报告的发生率。,chinese,"Q&A on COVID-19, HIV and antiretrovirals",像奥运会或世界杯这样引人注目的国际体育赛事以及像麦加朝圣这样的国际宗教活动算是大型集会。然而，不那么引人注目的会议和活动也可能符合世卫组织对大型集会的定义。如果一项活动所汇集的人多到有可能造成活动所在社区卫生系统的规划和应对资源紧张，那么这项活动就被视为“大型集会”。你需要考虑活动的举办地点和持续时间以及参与者人数。例如，如果在一个卫生系统能力相当有限的小岛屿国家举行为期几天的活动，那么即使只有几千人参加也会给卫生系统带来很大压力，因此该活动被认为是“大型集会”。相反，如果活动是在一个拥有资源充足的大型卫生系统的国家的大城市举行，并且仅持续几个小时，则该活动可能不构成“大型集会”。
535,抗逆转录病毒药物能用来预防COVID-19感染吗？,有两项研究称使用LPV/r作为接触后预防SARS-CoV和MERS-CoV的方法。其中一项研究表明，与未服用任何药物的卫生工作者相比，服用LPV/r的卫生工作者中MERS-CoV感染的发生率较低；另一项研究指出，在与SARS患者住在同一病房的19名艾滋病毒感染者中，没有发现SARS-CoV感染病例，其中11人正在接受抗逆转录病毒治疗。同样，由于样本量小、所提供药物的可变性以及暴露强度的不确定性，证据的确定性非常低。,chinese,"Q&A on COVID-19, HIV and antiretrovirals",是的。感染者导致商品污染的可能性很低。人们从经过不同环境和气温条件送达的包裹中感染新型冠状病毒的风险也很低。
536,正在计划开展哪些关于用抗逆转录病毒药物治疗和预防COVID-19的研究？,计划开展几项随机试验来评估使用抗逆转录病毒药物（主要是LPV/r）与其它药物联合治疗COVID-19的安全性和有效性。预计将从2020年中期开始有结果。,chinese,"Q&A on COVID-19, HIV and antiretrovirals",没有关于管理2019-nCoV尸体的特别程序。有关部门和医疗机构应继续执行其现有的关于传染病患者死后管理的政策和法规。
537,世卫组织对使用抗逆转录病毒药物治疗COVID-19的立场是什么？,目前没有足够的数据来评估LPV/r或其它抗病毒药物治疗COVID-19的有效性。几个国家正在评估LPV/r和其它抗病毒药物的使用，我们欢迎这些调查的结果。同样，作为世卫组织应对疫情工作的一部分，世卫组织研发蓝图（在此处和相关链接中添加超链接）已经启动，以加快对这种新型冠状病毒的诊断方法、疫苗和治疗方法的评估。世卫组织还设计了一套程序来评估紧急情况下医疗技术的性能、质量和安全性。,chinese,"Q&A on COVID-19, HIV and antiretrovirals",国际专家审查了2019-nCoV传播模式的现有证据并得出共识。世卫组织根据国际专家的共识制定了快速指导方针。现有证据表明此病毒通过飞沫传播，并通过接触受污染的设备表面而传播。现有证据显示通常不会通过空气传播。其他病毒性呼吸道疾病显示，在产生气溶胶的操作（例如气管插管和支气管镜检查）中，可能会发生空气传播，因此世卫组织建议对这些操作程序采取空气传播预防措施。关于2019-nCoV疫情医护人员防护的更多信息
538,世卫组织对用糖皮质激素治疗COVID-19的立场是什么？,世卫组织目前关于疑似COVID-19感染时严重急性呼吸道感染临床管理的临时指导文件建议不要使用糖皮质激素，除非另有原因[8]。该指导文件基于几个系统性综述，这些综述列举了用糖皮质激素常规治疗病毒性肺炎或急性呼吸窘迫综合征缺乏有效性和可能有害的情况[9]。,chinese,"Q&A on COVID-19, HIV and antiretrovirals",是的，应继续实施怀孕期间间歇性预防治疗、季节性疟疾化学预防和婴儿间歇性预防性治疗，前提是采取最佳做法保护卫生工作者及其他一线工作人员免受COVID-19感染。确保获得这些工具和疟疾预防的其他核心工具可以挽救生命，是在应对COVID-19背景下减轻卫生系统所承受压力的重要战略。世卫组织新的指导意见介绍了在COVID-19背景下卫生工作者的权利、角色和责任。世卫组织还为各国制定了在大流行期间继续安全提供基本卫生服务的指导意见。
539,如果各国对COVID-19使用抗逆转录病毒药物，是否存在对艾滋病毒感染者短缺治疗药物的担忧？,抗逆转录病毒药物对艾滋病毒感染者来说是一种有效且高度耐受的治疗方法。目前正在研究是否可以用抗逆转录病毒药物LPV/r来治疗COVID-19。如果将LPV/r用于COVID-19的治疗，应制定一项计划，确保有足够的和持续的供应来满足已经使用LPV/r的所有艾滋病毒感染者和需要开始治疗的艾滋病毒感染者的需求。然而，一小部分人使用包括LPV/r在内的疗法，因为根据世卫组织的艾滋病毒治疗指南，它被用作二线疗法。任何允许使用艾滋病毒药物来治疗COVID-19的国家都必须确保有充足和可持续的供应。,chinese,"Q&A on COVID-19, HIV and antiretrovirals",2019冠状病毒病最常见症状是发热、乏力和干咳。有些患者可能会有疼痛、鼻塞、流涕、咽痛或腹泻等症状。这些症状往往轻微，且逐渐出现。有些感染者并无任何症状，也无不适感。大多数感染者（约80%）无需特别治疗即可康复。大约六分之一感染者病情严重，呼吸困难。老人以及那些有基础性疾病（如高血压、心脏病或糖尿病）的人可能会患严重疾病。发热、咳嗽和呼吸困难者应就医。
540,我们如何确保人权并抵制污名化和歧视？,随着全球加大对COVID19大流行的公共卫生应对力度，各国被敦促采取果断行动控制这一流行病。世卫组织敦促所有国家确保保护健康、防止经济和社会混乱以及尊重人权之间的适当平衡。世卫组织正在与包括艾滋病规划署和全球艾滋病毒携带者网络在内的合作伙伴合作，确保在应对COVID-19中不会侵犯人权，确保艾滋病毒携带者或感染者能够与其他人一样获得服务，确保与艾滋病毒相关的服务不受干扰地继续下去。为了减少监狱中暴发COVID19的潜在风险，并降低监狱和其它封闭环境中人们的发病率和死亡率，将监狱和移民拘留中心纳入更广泛的公共卫生对策至关重要。这需要卫生部与司法部之间的密切合作，包括在下述方面达成协议：入境筛查、个人保护措施、保持身体距离、环境清洁和消毒以及限制流动，包括限制转移以及非必要工作人员和访客的进出。在当前情况下，各国努力制定非拘禁策略以防止封闭环境中过度拥挤至关重要[10]。由卫生部而不是司法部或类似机构管理监狱卫生可能会促进这一点[11]。,chinese,"Q&A on COVID-19, HIV and antiretrovirals",重要的是确保在公共卫生领域应对COVID-19大流行中实施隔离措施的情况下也能继续获得基本的艾滋病毒预防、检测和治疗服务。虽然应维持获得基本服务的机会，但应考虑并实施适合的循证措施，以减少可能的传播。这些措施包括[12] ： 对所有患者采取标准预防措施（包括确保所有患者在咳嗽或打喷嚏时用纸巾或手肘捂住口鼻，在疑似感染COVID-19的患者等待服务时为其提供医用口罩，采取手卫生措施等。）卫生保健和外联工作者以及同伴教育者和客户应采取适当的手卫生措施确保分类、早期识别和源头控制（隔离疑似感染COVID-19的患者）确保医疗机构的所有区域都通风良好在所有类型的服务中，所有患者之间最好保持至少1米的空间间隔应始终严格遵循清洁和消毒程序发放较长期间的药物（用于治疗艾滋病毒、结核病和其它慢性疾病，如阿片类药物依赖），减少患者的就诊频率考虑将服务减少至最关键的服务（提供基本的治疗和预防服务；咨询等服务可能会减少或调整）  一般来说，弱势群体，包括重点人群的成员，以及无家可归者和/或流离失所者，感染的风险可能会增加——原因是影响其免疫系统的其它共病，应用隔离和社交距离措施的能力下降，以及获得卫生服务的机会普遍有限。至关重要的是，面向这些人群的服务，如社区服务、免费服务中心和外联服务，能够继续提供挽救生命的预防（分发避孕套、针头和注射器）、检测和治疗，同时确保工作人员和客户的安全。在适用的情况下，可以根据上述考虑调整服务。
